id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
4950,User4950,40.197363393198316,Male,Mobile,Side,Entertainment,Morning,1
4076,User4076,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,0
9146,User9146,58.0,Female,Desktop,Top,Entertainment,Afternoon,1
5252,User5252,40.197363393198316,Female,Mobile,Bottom,Entertainment,Night,0
3144,User3144,24.0,Female,Desktop,Bottom,Shopping,Morning,1
3037,User3037,36.0,Male,Mobile,Bottom,Entertainment,Morning,1
4052,User4052,40.197363393198316,Female,Tablet,Side,Entertainment,Night,0
4133,User4133,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,0
2804,User2804,40.197363393198316,Female,Desktop,Bottom,Education,Evening,1
5514,User5514,40.197363393198316,Female,Desktop,Side,Entertainment,Night,1
6462,User6462,36.0,Female,Tablet,Side,Entertainment,Morning,1
8018,User8018,40.197363393198316,Female,Desktop,Side,Entertainment,Night,1
2913,User2913,57.0,Female,Mobile,Side,Social Media,Morning,1
6153,User6153,30.0,Female,Mobile,Side,Entertainment,Morning,1
1638,User1638,53.0,Non-Binary,Tablet,Bottom,Education,Evening,0
701,User701,54.0,Male,Desktop,Side,Entertainment,Afternoon,0
5425,User5425,40.197363393198316,Female,Mobile,Side,Entertainment,Morning,1
9855,User9855,40.197363393198316,Male,Desktop,Bottom,News,Morning,1
3906,User3906,40.197363393198316,Non-Binary,Tablet,Bottom,Entertainment,Evening,1
4621,User4621,20.0,Female,Desktop,Top,Entertainment,Afternoon,1
9504,User9504,40.197363393198316,Male,Tablet,Top,Shopping,Morning,1
6287,User6287,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,1
9984,User9984,40.197363393198316,Female,Tablet,Top,Social Media,Morning,0
3037,User3037,40.197363393198316,Female,Mobile,Bottom,Shopping,Morning,1
8147,User8147,32.0,Female,Desktop,Top,Entertainment,Night,1
7766,User7766,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,1
7422,User7422,20.0,Female,Desktop,Top,Entertainment,Evening,1
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
1474,User1474,31.0,Female,Desktop,Side,Entertainment,Morning,1
4266,User4266,28.0,Female,Desktop,Side,News,Morning,1
6701,User6701,56.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
1729,User1729,26.0,Female,Mobile,Top,Entertainment,Afternoon,1
7086,User7086,30.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
5498,User5498,40.197363393198316,Female,Tablet,Side,Education,Morning,1
4853,User4853,40.197363393198316,Female,Tablet,Bottom,Shopping,Afternoon,1
412,User412,40.197363393198316,Male,Tablet,Top,Entertainment,Evening,1
5878,User5878,40.197363393198316,Female,Tablet,Bottom,Education,Morning,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
4272,User4272,40.197363393198316,Female,Desktop,Top,Entertainment,Afternoon,0
4483,User4483,40.197363393198316,Non-Binary,Desktop,Top,News,Evening,1
5022,User5022,48.0,Female,Mobile,Bottom,News,Morning,0
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
8127,User8127,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,1
6075,User6075,32.0,Non-Binary,Desktop,Bottom,Social Media,Night,1
1020,User1020,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
5100,User5100,42.0,Female,Mobile,Side,Entertainment,Morning,1
9220,User9220,21.0,Female,Mobile,Bottom,Social Media,Night,1
3333,User3333,30.0,Male,Tablet,Bottom,Entertainment,Evening,1
3530,User3530,30.0,Female,Desktop,Bottom,Shopping,Evening,0
7248,User7248,40.197363393198316,Non-Binary,Mobile,Top,Social Media,Evening,1
7774,User7774,18.0,Male,Tablet,Top,Entertainment,Night,0
9668,User9668,40.197363393198316,Female,Mobile,Bottom,Social Media,Morning,0
6167,User6167,20.0,Male,Desktop,Bottom,Shopping,Morning,1
5194,User5194,40.197363393198316,Male,Mobile,Top,News,Afternoon,1
5980,User5980,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
3223,User3223,40.197363393198316,Female,Mobile,Side,Entertainment,Evening,0
6268,User6268,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
6258,User6258,40.197363393198316,Non-Binary,Tablet,Top,Entertainment,Night,1
2156,User2156,46.0,Female,Desktop,Side,Entertainment,Afternoon,1
5942,User5942,40.197363393198316,Non-Binary,Tablet,Bottom,Social Media,Evening,1
5338,User5338,40.197363393198316,Male,Desktop,Top,Social Media,Morning,1
4889,User4889,40.197363393198316,Female,Tablet,Bottom,News,Evening,1
5968,User5968,40.197363393198316,Female,Tablet,Side,Entertainment,Evening,1
712,User712,32.0,Female,Mobile,Side,Entertainment,Evening,0
7,User7,40.197363393198316,Female,Tablet,Bottom,Entertainment,Evening,1
7,User7,40.197363393198316,Female,Tablet,Bottom,Entertainment,Evening,1
7766,User7766,40.197363393198316,Female,Mobile,Top,Entertainment,Morning,1
7661,User7661,48.0,Female,Mobile,Side,News,Night,1
7819,User7819,23.0,Female,Desktop,Top,Social Media,Morning,0
5085,User5085,40.197363393198316,Female,Tablet,Top,News,Morning,1
6462,User6462,36.0,Female,Tablet,Bottom,Education,Morning,1
2373,User2373,31.0,Female,Desktop,Bottom,Social Media,Night,1
3915,User3915,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,1
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
6479,User6479,40.197363393198316,Male,Tablet,Side,Entertainment,Afternoon,1
6771,User6771,40.197363393198316,Female,Desktop,Side,Shopping,Morning,1
6075,User6075,40.197363393198316,Non-Binary,Desktop,Side,Social Media,Night,1
7776,User7776,40.197363393198316,Female,Mobile,Top,Entertainment,Morning,0
4263,User4263,40.0,Female,Desktop,Side,Entertainment,Morning,0
1340,User1340,40.0,Female,Tablet,Bottom,Entertainment,Evening,0
9227,User9227,40.197363393198316,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
9732,User9732,27.0,Male,Desktop,Bottom,Education,Evening,0
9894,User9894,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,1
3325,User3325,40.197363393198316,Male,Mobile,Bottom,Education,Morning,1
6771,User6771,40.197363393198316,Female,Desktop,Side,Shopping,Morning,1
6657,User6657,22.0,Female,Desktop,Bottom,News,Night,1
43,User43,23.0,Male,Tablet,Bottom,Entertainment,Night,0
7518,User7518,40.197363393198316,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
4621,User4621,20.0,Female,Desktop,Top,Entertainment,Afternoon,1
8252,User8252,40.197363393198316,Female,Tablet,Side,Entertainment,Night,1
5276,User5276,42.0,Female,Tablet,Side,Shopping,Morning,1
2727,User2727,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
812,User812,40.0,Female,Desktop,Bottom,Education,Morning,0
3543,User3543,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
2595,User2595,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,1
4448,User4448,28.0,Female,Desktop,Bottom,Education,Evening,0
7129,User7129,56.0,Male,Tablet,Bottom,Entertainment,Night,0
4297,User4297,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,0
2211,User2211,46.0,Female,Mobile,Bottom,Social Media,Night,0
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
8978,User8978,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,0
3740,User3740,40.197363393198316,Non-Binary,Tablet,Side,Entertainment,Morning,1
5498,User5498,40.197363393198316,Female,Tablet,Side,Education,Morning,1
9855,User9855,40.197363393198316,Male,Desktop,Bottom,News,Morning,1
24,User24,40.197363393198316,Female,Tablet,Side,Entertainment,Afternoon,1
8174,User8174,20.0,Female,Mobile,Bottom,Entertainment,Morning,1
9642,User9642,40.197363393198316,Female,Mobile,Bottom,Entertainment,Evening,1
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
1650,User1650,29.0,Female,Desktop,Bottom,Entertainment,Morning,1
284,User284,40.197363393198316,Non-Binary,Tablet,Side,Shopping,Morning,1
8647,User8647,40.197363393198316,Female,Desktop,Top,Shopping,Morning,1
6743,User6743,40.197363393198316,Female,Mobile,Side,Entertainment,Evening,1
1532,User1532,40.197363393198316,Non-Binary,Mobile,Side,Entertainment,Evening,0
7450,User7450,40.197363393198316,Female,Desktop,Side,News,Night,1
8097,User8097,40.197363393198316,Non-Binary,Tablet,Side,Social Media,Evening,1
8561,User8561,52.0,Male,Mobile,Bottom,Entertainment,Evening,1
8088,User8088,40.197363393198316,Female,Desktop,Top,Social Media,Night,0
8684,User8684,40.197363393198316,Non-Binary,Desktop,Top,Shopping,Afternoon,1
2485,User2485,57.0,Female,Desktop,Bottom,Entertainment,Night,1
5993,User5993,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,0
6462,User6462,40.197363393198316,Female,Tablet,Side,Education,Evening,1
2782,User2782,58.0,Female,Tablet,Bottom,Entertainment,Morning,0
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Morning,1
255,User255,31.0,Female,Desktop,Bottom,Entertainment,Night,1
8173,User8173,53.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
4527,User4527,52.0,Male,Mobile,Bottom,Education,Morning,0
9550,User9550,40.197363393198316,Non-Binary,Desktop,Top,Education,Afternoon,1
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1
2602,User2602,61.0,Female,Desktop,Bottom,Shopping,Afternoon,1
1524,User1524,24.0,Male,Mobile,Bottom,Entertainment,Night,1
6258,User6258,40.197363393198316,Female,Tablet,Top,Entertainment,Night,1
1741,User1741,45.0,Female,Mobile,Bottom,Entertainment,Night,1
250,User250,40.197363393198316,Non-Binary,Mobile,Bottom,News,Afternoon,1
4429,User4429,40.197363393198316,Female,Mobile,Bottom,Entertainment,Morning,1
3714,User3714,40.197363393198316,Female,Desktop,Side,Entertainment,Afternoon,0
8294,User8294,49.0,Female,Mobile,Bottom,Entertainment,Night,0
228,User228,46.0,Female,Mobile,Top,Entertainment,Evening,1
1077,User1077,40.197363393198316,Female,Desktop,Top,Entertainment,Afternoon,1
1549,User1549,40.197363393198316,Female,Desktop,Top,Entertainment,Morning,1
8211,User8211,40.197363393198316,Female,Tablet,Bottom,Social Media,Evening,0
3508,User3508,40.197363393198316,Female,Tablet,Bottom,Entertainment,Night,0
1148,User1148,25.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
8862,User8862,40.197363393198316,Female,Mobile,Side,Entertainment,Afternoon,1
1296,User1296,34.0,Female,Tablet,Top,Entertainment,Morning,1
5924,User5924,40.197363393198316,Non-Binary,Tablet,Side,Education,Morning,0
8300,User8300,40.197363393198316,Male,Desktop,Bottom,Entertainment,Morning,0
7808,User7808,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
4013,User4013,63.0,Female,Tablet,Top,Entertainment,Morning,0
3323,User3323,48.0,Female,Tablet,Side,Entertainment,Afternoon,1
6602,User6602,40.197363393198316,Female,Desktop,Bottom,Entertainment,Night,1
1190,User1190,40.197363393198316,Non-Binary,Desktop,Bottom,Education,Morning,1
5338,User5338,51.0,Male,Mobile,Top,Social Media,Morning,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
5751,User5751,41.0,Female,Desktop,Side,Social Media,Morning,0
6167,User6167,20.0,Male,Mobile,Side,Entertainment,Night,1
1805,User1805,40.197363393198316,Male,Mobile,Bottom,Entertainment,Afternoon,1
1665,User1665,19.0,Female,Mobile,Bottom,Entertainment,Afternoon,0
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
7376,User7376,21.0,Female,Mobile,Bottom,Entertainment,Morning,1
6733,User6733,42.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
7766,User7766,40.197363393198316,Female,Desktop,Top,Entertainment,Afternoon,1
5034,User5034,40.197363393198316,Female,Desktop,Side,Shopping,Afternoon,0
9266,User9266,38.0,Female,Desktop,Bottom,Education,Afternoon,1
7065,User7065,57.0,Female,Desktop,Side,Entertainment,Morning,1
5783,User5783,40.197363393198316,Male,Desktop,Bottom,Entertainment,Morning,1
1650,User1650,29.0,Female,Desktop,Bottom,Entertainment,Morning,1
4734,User4734,63.0,Female,Mobile,Bottom,Social Media,Morning,0
7231,User7231,38.0,Male,Mobile,Side,Entertainment,Evening,0
5419,User5419,40.197363393198316,Female,Tablet,Top,Entertainment,Morning,1
4364,User4364,62.0,Female,Mobile,Top,Entertainment,Morning,0
1914,User1914,42.0,Female,Tablet,Bottom,Shopping,Night,1
9796,User9796,24.0,Female,Mobile,Bottom,Social Media,Morning,0
2156,User2156,40.197363393198316,Female,Tablet,Bottom,Entertainment,Afternoon,1
3938,User3938,40.197363393198316,Male,Mobile,Bottom,Entertainment,Morning,1
7697,User7697,62.0,Female,Mobile,Top,Entertainment,Evening,0
6895,User6895,40.197363393198316,Female,Desktop,Bottom,Education,Night,0
3483,User3483,20.0,Female,Mobile,Bottom,News,Morning,1
4836,User4836,55.0,Female,Tablet,Bottom,Entertainment,Evening,1
7866,User7866,51.0,Female,Mobile,Bottom,Social Media,Morning,1
9400,User9400,40.197363393198316,Non-Binary,Mobile,Bottom,Entertainment,Night,1
9146,User9146,40.197363393198316,Female,Desktop,Bottom,Entertainment,Afternoon,1
9083,User9083,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,0
2096,User2096,48.0,Non-Binary,Desktop,Top,Entertainment,Night,1
5425,User5425,40.197363393198316,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
7436,User7436,37.0,Male,Desktop,Bottom,Entertainment,Night,0
6683,User6683,40.197363393198316,Female,Tablet,Side,Entertainment,Morning,1
5347,User5347,40.197363393198316,Female,Tablet,Bottom,Entertainment,Evening,0
2602,User2602,61.0,Female,Desktop,Side,Entertainment,Afternoon,1
2891,User2891,18.0,Female,Desktop,Bottom,Education,Night,0
9294,User9294,50.0,Non-Binary,Desktop,Side,Entertainment,Night,0
9333,User9333,40.197363393198316,Female,Tablet,Top,Education,Morning,0
3629,User3629,35.0,Female,Mobile,Bottom,News,Morning,0
6479,User6479,40.197363393198316,Male,Desktop,Side,Entertainment,Afternoon,1
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1
2036,User2036,63.0,Female,Tablet,Bottom,Entertainment,Evening,0
5279,User5279,40.197363393198316,Female,Desktop,Bottom,Entertainment,Afternoon,0
3230,User3230,45.0,Male,Mobile,Top,Entertainment,Morning,0
6487,User6487,19.0,Male,Tablet,Bottom,Entertainment,Morning,1
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1
315,User315,40.197363393198316,Non-Binary,Desktop,Bottom,Social Media,Evening,1
9572,User9572,38.0,Female,Mobile,Bottom,Social Media,Morning,1
4228,User4228,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
5756,User5756,40.197363393198316,Non-Binary,Tablet,Top,Shopping,Afternoon,1
9676,User9676,21.0,Female,Mobile,Top,Entertainment,Morning,1
8018,User8018,40.197363393198316,Female,Desktop,Side,Entertainment,Night,1
3072,User3072,32.0,Non-Binary,Mobile,Bottom,Entertainment,Night,0
1524,User1524,24.0,Female,Mobile,Bottom,Entertainment,Morning,1
8692,User8692,40.197363393198316,Female,Mobile,Bottom,Social Media,Afternoon,1
832,User832,40.197363393198316,Non-Binary,Desktop,Bottom,News,Night,0
8728,User8728,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,0
4509,User4509,29.0,Female,Desktop,Bottom,Education,Afternoon,1
4073,User4073,40.197363393198316,Male,Desktop,Top,Entertainment,Evening,1
2046,User2046,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,0
9347,User9347,53.0,Male,Desktop,Bottom,Social Media,Morning,0
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
5053,User5053,61.0,Female,Tablet,Side,Entertainment,Morning,1
6466,User6466,44.0,Female,Tablet,Bottom,Entertainment,Night,0
3915,User3915,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,1
7507,User7507,40.197363393198316,Female,Desktop,Top,Education,Afternoon,1
8127,User8127,40.197363393198316,Male,Tablet,Bottom,Entertainment,Night,1
5566,User5566,40.197363393198316,Non-Binary,Mobile,Bottom,Social Media,Morning,1
9161,User9161,37.0,Female,Mobile,Bottom,Education,Evening,0
6715,User6715,41.0,Male,Desktop,Side,Shopping,Morning,0
8081,User8081,38.0,Female,Tablet,Bottom,Entertainment,Night,1
2288,User2288,40.197363393198316,Female,Desktop,Top,Shopping,Morning,0
9090,User9090,41.0,Male,Desktop,Side,Entertainment,Morning,1
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1
8278,User8278,40.197363393198316,Female,Mobile,Top,Entertainment,Morning,1
4706,User4706,42.0,Female,Desktop,Bottom,News,Evening,0
3854,User3854,40.197363393198316,Female,Tablet,Bottom,Social Media,Morning,1
7583,User7583,24.0,Female,Tablet,Side,Entertainment,Night,0
6654,User6654,33.0,Female,Desktop,Bottom,Education,Afternoon,1
9816,User9816,40.197363393198316,Male,Desktop,Bottom,Entertainment,Morning,0
7086,User7086,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
6409,User6409,52.0,Male,Desktop,Top,Entertainment,Night,1
6708,User6708,40.197363393198316,Female,Desktop,Top,Entertainment,Morning,1
4994,User4994,62.0,Female,Mobile,Bottom,Entertainment,Night,0
3483,User3483,20.0,Female,Desktop,Side,News,Morning,1
4548,User4548,40.197363393198316,Male,Desktop,Side,Entertainment,Evening,1
6395,User6395,40.197363393198316,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
9617,User9617,63.0,Female,Desktop,Bottom,Shopping,Afternoon,1
3746,User3746,40.197363393198316,Male,Desktop,Bottom,Entertainment,Morning,1
5748,User5748,40.197363393198316,Male,Desktop,Side,Entertainment,Morning,1
2722,User2722,39.0,Female,Desktop,Bottom,Entertainment,Morning,1
4672,User4672,40.197363393198316,Male,Desktop,Bottom,Education,Afternoon,0
5810,User5810,25.0,Non-Binary,Mobile,Bottom,News,Morning,0
6074,User6074,35.0,Male,Mobile,Bottom,Entertainment,Morning,1
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1
8684,User8684,40.197363393198316,Non-Binary,Tablet,Top,Shopping,Morning,1
5235,User5235,24.0,Non-Binary,Mobile,Top,Entertainment,Afternoon,0
4509,User4509,29.0,Female,Desktop,Bottom,Education,Morning,1
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
9775,User9775,31.0,Female,Tablet,Side,Shopping,Afternoon,0
5376,User5376,40.197363393198316,Female,Desktop,Top,Entertainment,Morning,0
